<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20180103,000000,109.2500000,110.4200000,108.3000000,109.1800000,8602720
20180104,000000,109.1300000,109.8000000,108.5000000,109.1200000,9840610
20180105,000000,109.1700000,109.3600000,108.0000000,108.2500000,7163440
20180109,000000,108.3500000,109.8800000,108.2500000,109.0600000,13478570
20180110,000000,109.2500000,113.5500000,109.2100000,113.4000000,17333780
20180111,000000,113.6200000,115.5700000,112.3500000,115.3000000,14894070
20180112,000000,115.1000000,115.2000000,112.8100000,113.4900000,9533700
20180115,000000,113.4400000,114.3800000,113.0000000,113.8400000,5829750
20180116,000000,113.8600000,114.9900000,111.4100000,112.9700000,8381100
20180117,000000,112.1100000,113.1400000,111.3800000,112.5000000,8609600
20180118,000000,112.7900000,113.9500000,112.6200000,113.4000000,8309790
20180119,000000,113.3900000,113.5000000,111.0500000,111.5000000,8749360
20180122,000000,111.5100000,113.8000000,111.5100000,113.6000000,8633140
20180123,000000,113.7000000,115.4500000,113.5400000,115.0000000,9670560
20180124,000000,114.7700000,114.9900000,113.8300000,114.8000000,4525530
20180125,000000,115.0900000,116.8000000,115.0900000,116.3600000,10884590
20180126,000000,116.3700000,116.5000000,113.3000000,115.7500000,8456480
20180129,000000,115.7500000,119.2000000,115.4700000,118.2000000,9233580
20180130,000000,117.7500000,118.7000000,116.5100000,117.1000000,8966260
20180131,000000,116.9700000,116.9800000,114.8700000,115.0000000,6309950
20180201,000000,115.3000000,117.1900000,115.2000000,116.7000000,6320820
20180202,000000,116.8400000,117.9000000,114.2600000,115.8000000,8919510
20180205,000000,114.7600000,116.4400000,113.5500000,115.7200000,6707000
20180206,000000,114.3000000,115.3800000,113.3600000,113.6000000,8476190
20180207,000000,114.2900000,114.9300000,113.5000000,113.5000000,5523540
20180208,000000,113.4900000,114.0000000,112.5000000,112.8000000,5694450
20180209,000000,111.8800000,112.1200000,109.5200000,110.5000000,12399400
20180212,000000,111.3500000,111.5400000,110.0800000,110.3000000,6483440
20180213,000000,110.9700000,111.4700000,110.3000000,111.2500000,5075720
20180214,000000,111.6000000,112.5500000,110.7700000,111.2000000,8399850
20180215,000000,111.7600000,111.8900000,110.2300000,110.3000000,5696950
20180216,000000,110.7000000,111.1800000,110.3500000,110.6200000,4338800
20180219,000000,110.7800000,111.4300000,110.5500000,110.5600000,2699440
20180220,000000,110.8000000,111.4000000,110.3400000,111.4000000,4699480
20180221,000000,111.2000000,114.2300000,110.8700000,114.2300000,7807980
20180222,000000,113.9900000,114.3900000,112.8600000,113.6800000,8126130
20180226,000000,114.4900000,115.1200000,113.8800000,115.0000000,6776300
20180227,000000,115.0100000,115.4000000,114.1400000,115.0900000,3117330
20180228,000000,114.0300000,114.5800000,111.8500000,111.8500000,4834880
20180301,000000,111.3000000,114.3800000,110.9200000,114.2900000,5672350
20180302,000000,113.7100000,116.2400000,113.4300000,115.4600000,8926250
20180305,000000,116.0100000,117.7700000,116.0100000,117.0000000,4551960
20180306,000000,117.4900000,121.2000000,117.2100000,119.6500000,12526990
20180307,000000,119.4200000,119.4800000,116.1400000,117.0000000,9471800
20180309,000000,117.0200000,120.9700000,116.4500000,120.9700000,4485730
20180312,000000,120.9800000,121.2000000,117.5700000,118.4000000,5276810
20180313,000000,118.5900000,119.6500000,117.3000000,119.0000000,6311500
20180314,000000,118.7400000,118.7500000,115.5700000,115.5700000,7379520
20180315,000000,115.5000000,117.6900000,114.7600000,117.0000000,9181330
20180316,000000,117.2700000,121.0000000,116.4100000,121.0000000,10861040
20180319,000000,120.0400000,120.8800000,118.8000000,119.5000000,5975770
20180320,000000,119.6000000,119.7300000,117.7500000,118.4000000,5970880
20180321,000000,118.6100000,119.1700000,118.0200000,118.5000000,6460350
20180322,000000,118.7100000,119.0900000,117.0800000,117.8800000,3499560
20180323,000000,117.1100000,119.0000000,108.5800000,119.0000000,9992220
20180326,000000,118.5900000,118.9900000,115.9800000,115.9800000,5729310
20180327,000000,116.5500000,118.1600000,116.3700000,116.4200000,5076860
20180328,000000,116.6400000,117.8400000,116.2500000,116.5000000,6503100
20180329,000000,116.7700000,117.6400000,116.7600000,117.5700000,6078340
20180330,000000,117.4900000,117.8600000,117.0000000,117.0000000,661900
20180402,000000,117.0300000,117.5100000,116.3000000,116.3000000,2105830
20180403,000000,116.4800000,117.2400000,115.6700000,117.0000000,3336960
20180404,000000,117.1300000,117.2900000,116.2900000,116.5000000,2811640
20180405,000000,116.8800000,117.3000000,116.7900000,117.0400000,6524240
20180406,000000,117.0600000,117.2800000,116.7000000,116.9000000,3109840
20180409,000000,116.7000000,117.2700000,111.1000000,114.0000000,18839140
20180410,000000,113.0400000,115.6800000,112.3000000,115.6200000,16205350
20180411,000000,114.5500000,116.2400000,111.2000000,111.9400000,12567430
20180412,000000,112.4900000,114.2300000,111.2000000,113.1300000,13253710
20180413,000000,113.7300000,114.4800000,112.1000000,112.2000000,6150630
20180416,000000,111.8200000,113.9500000,111.4000000,113.2400000,7998720
20180417,000000,114.0500000,114.6000000,113.3800000,114.0500000,11262090
20180418,000000,114.3800000,117.5800000,114.2900000,115.2500000,13403050
20180419,000000,115.5100000,116.6900000,114.3400000,115.5000000,5566930
20180420,000000,115.4100000,116.0900000,114.6900000,115.9900000,3734300
20180423,000000,116.0000000,116.6800000,113.6500000,113.6500000,8633690
20180424,000000,114.6600000,115.1800000,114.2100000,114.2100000,5032770
20180425,000000,114.2000000,115.2500000,113.6600000,114.4500000,4078850
20180426,000000,114.7500000,116.2900000,114.5300000,116.0800000,6992600
20180427,000000,116.1800000,120.9000000,116.1200000,120.0500000,17094100
20180428,000000,120.4300000,120.4500000,119.0800000,119.6700000,1651320
20180430,000000,119.6700000,121.9000000,113.5000000,120.7500000,6126720
20180502,000000,120.3000000,121.4800000,118.7000000,119.6900000,5624910
20180503,000000,119.9500000,121.1500000,118.8800000,120.9800000,7163120
20180504,000000,120.9500000,121.7700000,120.0700000,120.5300000,6924060
20180507,000000,121.2000000,121.3900000,119.6400000,119.9900000,4091780
