<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20150701,000000,3.6270000,3.7400000,3.6240000,3.6800000,21990500
20150702,000000,3.8000000,3.8000000,3.6240000,3.6455000,27706400
20150703,000000,3.7250000,3.7250000,3.6315000,3.6370000,38211200
20150706,000000,3.6405000,3.6700000,3.6400000,3.6700000,8407400
20150707,000000,3.6600000,3.6600000,3.6310000,3.6310000,30483700
20150708,000000,3.6205000,3.6600000,3.6205000,3.6490000,40402100
20150709,000000,3.6250000,3.6500000,3.6250000,3.6500000,34680400
20150710,000000,3.6580000,3.6580000,3.6320000,3.6500000,26880100
20150713,000000,3.6980000,3.6980000,3.6420000,3.6545000,35973700
20150714,000000,3.6450000,3.6585000,3.6415000,3.6525000,53277400
20150715,000000,3.6260000,3.6560000,3.6200000,3.6560000,39678800
20150716,000000,3.6395000,3.6830000,3.6390000,3.6760000,29569700
20150717,000000,3.6710000,3.6745000,3.6690000,3.6690000,1965400
20150720,000000,3.6625000,3.6640000,3.6560000,3.6625000,21393200
20150721,000000,3.6710000,3.6770000,3.6600000,3.6770000,24115300
20150722,000000,3.6730000,3.6745000,3.6700000,3.6700000,20346500
20150723,000000,3.6730000,3.6770000,3.6730000,3.6770000,18397000
20150724,000000,3.6685000,3.6765000,3.6685000,3.6700000,7360700
20150727,000000,3.6210000,3.6870000,3.6210000,3.6745000,4616200
20150728,000000,3.6655000,3.6655000,3.6605000,3.6605000,18695500
20150729,000000,3.6635000,3.6645000,3.6550000,3.6550000,9490200
20150730,000000,3.6655000,3.6720000,3.6550000,3.6720000,8562700
20150731,000000,3.6750000,3.6750000,3.6700000,3.6745000,16101500
20150803,000000,3.6700000,3.6700000,3.6565000,3.6595000,574500
20150804,000000,3.6470000,3.6695000,3.6390000,3.6390000,178300
20150805,000000,3.6350000,3.6555000,3.6350000,3.6350000,138000
20150806,000000,3.6350000,3.6355000,3.6300000,3.6300000,43800
20150807,000000,3.6645000,3.6900000,3.6550000,3.6550000,3886600
20150810,000000,3.6550000,3.6700000,3.6550000,3.6550000,20200
20150811,000000,3.6560000,3.6915000,3.6560000,3.6600000,16117700
20150812,000000,3.6795000,3.6875000,3.6650000,3.6800000,13190600
20150813,000000,3.6895000,3.6905000,3.6895000,3.6905000,5002100
20150814,000000,3.6800000,3.6905000,3.6750000,3.6750000,6384100
20150817,000000,3.6890000,3.6910000,3.6890000,3.6910000,6001100
20150818,000000,3.6890000,3.6910000,3.6650000,3.6650000,8098200
20150819,000000,3.6600000,3.6600000,3.6600000,3.6600000,200
20150820,000000,3.6650000,3.6650000,3.6650000,3.6650000,54500
20150821,000000,3.6555000,3.6555000,3.6500000,3.6500000,190000
