Date,Open,High,Low,Close,Volume,Adj Close
2012-11-09,40.96,41.46,40.36,40.69,783300,40.33
2012-11-08,40.49,41.44,40.22,41.16,1011400,40.79
2012-11-07,41.17,41.17,40.09,40.45,949200,40.09
2012-11-06,40.19,41.50,39.77,41.46,1106900,41.09
2012-11-05,39.17,40.14,39.09,40.13,1070800,39.77
2012-11-02,39.12,39.38,38.82,39.04,667100,38.69
2012-11-01,38.25,39.00,37.65,39.00,1034400,38.65
2012-10-31,38.05,38.39,37.25,38.24,757900,37.90
2012-10-26,38.12,38.33,37.25,38.29,1056800,37.95
2012-10-25,38.30,38.43,37.67,38.17,701400,37.83
2012-10-24,38.44,38.59,38.13,38.35,696000,38.01
2012-10-23,37.99,38.37,37.52,38.22,630000,37.88
2012-10-22,37.64,38.40,37.60,38.08,631200,37.74
2012-10-19,38.09,38.18,37.58,37.77,597100,37.43
2012-10-18,37.80,38.41,37.80,38.17,675600,37.83
2012-10-17,37.48,37.77,36.90,37.77,556300,37.43
2012-10-16,37.25,37.47,36.91,37.46,570100,37.13
2012-10-15,37.02,37.17,36.59,37.10,321700,36.77
2012-10-12,36.66,37.01,36.43,36.82,323800,36.49
2012-10-11,36.62,36.77,36.28,36.56,440700,36.23
2012-10-10,36.50,36.78,35.85,36.57,567000,36.24
2012-10-09,36.78,36.79,36.00,36.43,561900,36.10
2012-10-08,36.48,37.14,36.29,36.95,796800,36.62
2012-10-05,36.47,37.16,36.33,36.52,336000,36.19
2012-10-04,36.41,36.54,35.97,36.29,471000,35.97
2012-10-03,35.96,36.83,35.53,36.41,692000,36.09
2012-10-02,35.24,35.72,35.20,35.68,473500,35.36
2012-10-01,34.94,35.31,34.57,35.17,874200,34.86
2012-09-28,35.31,35.49,35.04,35.06,715300,34.75
2012-09-27,35.87,35.94,35.41,35.53,608500,35.21
2012-09-26,33.95,35.90,33.94,35.74,1181300,35.42
2012-09-25,33.72,34.10,33.34,33.67,1020700,33.37
2012-09-24,33.53,33.92,32.77,33.63,851400,33.33
2012-09-21,34.35,34.46,33.58,33.72,684800,33.42
2012-09-20,34.27,34.52,34.00,34.12,436000,33.82
2012-09-19,34.32,34.77,34.19,34.51,672500,34.20
2012-09-18,34.29,34.48,33.77,34.08,633100,33.78
2012-09-17,34.50,34.63,34.15,34.42,564900,34.11
2012-09-14,34.87,34.87,34.00,34.58,948600,34.27
2012-09-13,34.67,35.05,34.34,34.87,384600,34.56
2012-09-12,34.44,34.84,34.44,34.72,438800,34.41
2012-09-11,34.65,34.90,34.34,34.46,535900,34.15
2012-09-10,34.85,35.48,34.65,34.82,561700,34.51
2012-09-07,34.53,34.88,34.23,34.79,437800,34.48
2012-09-06,33.88,34.72,33.83,34.36,532200,34.05
2012-09-05,33.36,34.26,33.32,33.83,747900,33.53
2012-09-04,33.43,33.62,32.69,33.49,577200,33.19
2012-08-31,33.77,34.04,33.45,33.55,305700,33.25
2012-08-30,33.44,33.74,33.21,33.55,281800,33.25
2012-08-29,33.54,33.69,33.09,33.50,441100,33.20
2012-08-28,33.79,33.94,33.38,33.58,600300,33.28
2012-08-27,34.40,34.51,33.82,33.91,507200,33.61
2012-08-24,33.90,34.34,33.80,34.07,298800,33.77
2012-08-23,34.38,34.60,33.89,34.04,508400,33.74
2012-08-22,34.73,34.80,34.19,34.47,449900,34.16
2012-08-21,34.78,35.58,34.72,34.82,592400,34.51
2012-08-20,34.20,35.04,34.10,34.77,577600,34.46
2012-08-17,34.09,34.21,33.81,34.18,502100,33.87
2012-08-16,34.15,34.29,33.83,34.19,445700,33.88
2012-08-15,34.00,34.31,33.89,34.11,575700,33.81
2012-08-14,34.23,34.41,33.86,33.97,477900,33.67
2012-08-13,34.04,34.32,33.71,34.10,524100,33.80
2012-08-10,34.31,34.75,33.81,34.18,530400,33.87
2012-08-09,34.41,34.66,34.21,34.31,833900,34.00
2012-08-08,34.63,35.08,34.40,34.58,1369400,34.27
2012-08-07,34.91,35.11,34.63,34.83,1284400,34.52
2012-08-06,34.50,35.02,34.50,34.85,752600,34.54
2012-08-03,34.07,34.62,34.04,34.43,523400,34.12
2012-08-02,33.70,34.34,33.54,33.78,794600,33.48
2012-08-01,35.06,35.15,33.92,33.97,804100,33.67
2012-07-31,34.96,35.11,34.74,34.85,800200,34.54
2012-07-30,34.98,35.54,34.56,34.94,963400,34.63
2012-07-27,34.57,35.34,34.05,35.08,569200,34.77
2012-07-26,35.02,35.29,34.00,34.62,784500,34.31
2012-07-25,34.90,35.05,34.21,34.45,1030000,34.14
2012-07-24,35.66,35.70,34.21,34.69,819500,34.38
2012-07-23,35.44,35.74,34.78,35.56,863700,35.24
2012-07-20,36.40,36.50,35.75,35.82,965100,35.50
2012-07-19,37.51,37.84,36.49,36.49,1225000,36.16
2012-07-18,37.24,38.04,37.15,37.35,940600,37.02
2012-07-17,37.49,37.57,36.73,37.23,554600,36.90
2012-07-16,36.99,37.63,36.78,37.26,561500,36.93
2012-07-13,36.62,37.15,36.62,36.96,706300,36.63
2012-07-12,36.28,36.87,35.91,36.46,905700,36.13
2012-07-11,35.85,36.73,35.69,36.60,1508600,36.27
2012-07-10,36.04,36.38,35.19,35.70,1093400,35.38
2012-07-09,37.66,37.66,35.70,36.14,1761700,35.82
2012-07-06,37.27,38.46,37.27,37.96,1119000,37.62
2012-07-05,36.79,37.64,36.61,37.62,1416500,37.28
2012-07-03,36.50,36.78,36.04,36.75,628800,36.42
2012-07-02,36.12,36.54,35.84,36.43,796700,36.10
2012-06-29,36.47,36.47,35.65,35.90,845400,35.58
2012-06-28,36.00,36.22,35.33,36.00,694100,35.68
2012-06-27,35.91,36.39,35.58,36.24,762700,35.92
2012-06-26,35.28,35.86,35.18,35.71,649000,35.39
2012-06-25,35.86,36.01,34.98,35.28,625000,34.97
