,Квантиль,Значение
343,0.34400000000000003,1.9737937776302221
344,0.34500000000000003,1.9741592164575534
345,0.34600000000000003,1.974431761306018
346,0.34700000000000003,1.9748188345865645
347,0.34800000000000003,1.975122707799796
348,0.34900000000000003,1.975419398803276
349,0.35000000000000003,1.975835241087835
350,0.35100000000000003,1.9762576230555449
351,0.35200000000000004,1.9765235157953998
352,0.353,1.9768049181691016
353,0.354,1.9770999288474018
354,0.355,1.9775362603574482
355,0.356,1.9778259853307765
356,0.357,1.9780347809472965
357,0.358,1.9783763557224985
358,0.359,1.9787853450224686
359,0.36,1.9791307489750314
360,0.361,1.9792981039367485
361,0.362,1.9795934919861302
362,0.363,1.9799485948650593
363,0.364,1.9803801275990598
364,0.365,1.9807401111657343
365,0.366,1.981021142295833
366,0.367,1.981168489150647
367,0.368,1.9816164236971465
368,0.369,1.981890373360261
369,0.37,1.9821791101691872
370,0.371,1.9826026178493574
371,0.372,1.983092781760773
372,0.373,1.9833966245263248
373,0.374,1.9838934445003185
374,0.375,1.984208104645771
375,0.376,1.9844413497438158
376,0.377,1.9848656913874638
377,0.378,1.9852523928757673
378,0.379,1.9854542103006003
379,0.38,1.9856051840797915
380,0.381,1.9859470079005495
381,0.382,1.9861933431561862
382,0.383,1.986441439203024
383,0.384,1.9867734067650984
384,0.385,1.987080739221891
385,0.386,1.9872196088940606
386,0.387,1.9875067287453185
387,0.388,1.9879322837082012
388,0.389,1.9882233640425386
389,0.39,1.9885879504859263
390,0.391,1.9890136258034068
391,0.392,1.9894660646979105
392,0.393,1.9896475541782805
393,0.394,1.9899176611242426
394,0.395,1.990221722883191
395,0.396,1.990414759258897
396,0.397,1.990716504179448
397,0.398,1.9910120124592154
398,0.399,1.9912438971359758
399,0.4,1.9916254374212643
400,0.401,1.9920018608862469
401,0.402,1.9923212192428403
402,0.403,1.9926474920421653
403,0.404,1.993074839206649
404,0.405,1.9933766020952652
405,0.406,1.9938606614886127
406,0.40700000000000003,1.9940925793497086
407,0.40800000000000003,1.9944702005419397
408,0.40900000000000003,1.9947128280684492
409,0.41000000000000003,1.995012665836747
410,0.41100000000000003,1.995507528644342
411,0.41200000000000003,1.9958079194727318
412,0.41300000000000003,1.9959825101814732
413,0.41400000000000003,1.996389559822931
414,0.41500000000000004,1.9969634391734112
415,0.41600000000000004,1.9972794747611164
416,0.41700000000000004,1.997676410363201
417,0.418,1.9981099552239245
418,0.419,1.9984904783061643
419,0.42,1.9988860378501019
420,0.421,1.9992607952603352
421,0.422,1.9995263339211549
422,0.423,1.9997637542341735
423,0.424,1.9999899639416308
424,0.425,2.0002491944433403
425,0.426,2.0007432336394984
426,0.427,2.001195330232682
427,0.428,2.0015963621909565
428,0.429,2.002112842666728
429,0.43,2.002465631594728
430,0.431,2.0029803312040926
431,0.432,2.0034028714810312
432,0.433,2.0038752357541587
433,0.434,2.0044613388408257
434,0.435,2.0046898582010653
435,0.436,2.0052227180433277
436,0.437,2.0055157107453767
437,0.438,2.0058595206160197
438,0.439,2.0063695031324547
439,0.44,2.0067060427305816
440,0.441,2.0070573863553287
441,0.442,2.0074201787590242
442,0.443,2.007747065415622
443,0.444,2.008077621503883
444,0.445,2.008392768849715
445,0.446,2.008621529171401
446,0.447,2.0088881545566624
447,0.448,2.009252994364037
448,0.449,2.009490557571925
449,0.45,2.0100047931977794
450,0.451,2.010283087857356
451,0.452,2.010731101892038
452,0.453,2.011106485990173
453,0.454,2.0114476595502446
454,0.455,2.011778572470086
455,0.456,2.012259884620684
456,0.457,2.0126307216586765
457,0.458,2.012897768506198
458,0.459,2.013119507903861
459,0.46,2.013454758474455
460,0.461,2.0137911548148213
461,0.462,2.0143439049731633
462,0.463,2.0146694997043926
463,0.464,2.015043962232461
464,0.465,2.0152817268774994
465,0.466,2.0154298280530396
466,0.467,2.0157756356992955
467,0.468,2.0161185891445133
468,0.46900000000000003,2.0166693885503264
469,0.47000000000000003,2.016834380727147
470,0.47100000000000003,2.0172053200374847
471,0.47200000000000003,2.017441412385287
472,0.47300000000000003,2.017781166932881
473,0.47400000000000003,2.0180180941845767
474,0.47500000000000003,2.0183138098331304
475,0.47600000000000003,2.0187046802784225
476,0.47700000000000004,2.019263368921581
477,0.47800000000000004,2.01971804994603
478,0.47900000000000004,2.0200289220388443
479,0.48000000000000004,2.020355591336061
480,0.481,2.0206783515655036
481,0.482,2.0208887175186865
482,0.483,2.021150631412817
483,0.484,2.021469068666717
484,0.485,2.0217882678233092
485,0.486,2.022092485864683
486,0.487,2.022323360223252
487,0.488,2.022562098819142
488,0.489,2.0229050640842363
489,0.49,2.0231069924125102
490,0.491,2.02352077662945
491,0.492,2.0238860982162477
492,0.493,2.024258306755627
493,0.494,2.0244809377416972
494,0.495,2.024828495458449
495,0.496,2.0251095018090375
496,0.497,2.0253552493140408
497,0.498,2.025596241093555
498,0.499,2.0257794855146356
499,0.5,2.0261142182090945
500,0.501,2.0263505051710875
501,0.502,2.026705515735351
502,0.503,2.026953472322157
503,0.504,2.0272968127611573
504,0.505,2.027565045323308
505,0.506,2.028045460518415
506,0.507,2.0284289748536137
507,0.508,2.028723747001509
508,0.509,2.0289576460080516
509,0.51,2.029217350539673
510,0.511,2.029423244353154
511,0.512,2.0298029842174934
512,0.513,2.030065813603655
513,0.514,2.0303413307558644
514,0.515,2.030741681952235
515,0.516,2.031136141439485
516,0.517,2.0313176228280323
517,0.518,2.0315931250353136
518,0.519,2.031948750227656
519,0.52,2.032218616093416
520,0.521,2.032361435353284
521,0.522,2.032701078202318
522,0.523,2.0330617502993213
523,0.524,2.033360135325407
524,0.525,2.0336812608968464
525,0.526,2.033903229211044
526,0.527,2.0342061251574983
527,0.528,2.034455077667708
528,0.529,2.034866211293763
529,0.53,2.0350187459174114
530,0.531,2.0353120950912187
531,0.532,2.0355414274397456
532,0.533,2.0359354451713134
533,0.534,2.036256211714165
534,0.535,2.0365905713997874
535,0.536,2.036872234892191
536,0.537,2.037084397871322
537,0.538,2.0375116025697175
538,0.539,2.0377511635408916
539,0.54,2.0381179747869824
540,0.541,2.0383399248752627
541,0.542,2.038507901984631
542,0.543,2.038757537287813
543,0.544,2.039008585795848
544,0.545,2.0393809554228515
545,0.546,2.039784580333542
546,0.547,2.0401057707738572
547,0.548,2.040374652396161
548,0.549,2.040747325912211
549,0.55,2.04095127069903
550,0.551,2.0412862822350624
551,0.552,2.0415754863911992
552,0.553,2.041993714464007
553,0.554,2.04244040577466
554,0.555,2.042960936755989
555,0.556,2.043183651685757
556,0.557,2.043427659825718
557,0.558,2.043565829955509
558,0.559,2.043731981572121
559,0.56,2.043943420632092
560,0.561,2.0441869393839673
561,0.562,2.044396325211605
562,0.5630000000000001,2.044724739865212
563,0.5640000000000001,2.045053382546094
564,0.5650000000000001,2.0452895216373093
565,0.5660000000000001,2.04560290201922
566,0.5670000000000001,2.0458985679315864
567,0.5680000000000001,2.0463229309747244
568,0.5690000000000001,2.046643625558504
569,0.5700000000000001,2.046923776412656
570,0.5710000000000001,2.0473073496001177
571,0.5720000000000001,2.047465377047486
572,0.5730000000000001,2.0477428844481174
573,0.5740000000000001,2.0480492812859223
574,0.5750000000000001,2.0483741021243236
575,0.5760000000000001,2.0486490921101574
576,0.5770000000000001,2.048858296542662
577,0.578,2.0491221895875285
578,0.579,2.0494871046672523
579,0.58,2.049784280233234
580,0.581,2.0500174022295674
581,0.582,2.050589169897555
582,0.583,2.050915305584712
583,0.584,2.0513161369721846
584,0.585,2.05150734009141
585,0.586,2.0518737668057514
586,0.587,2.052258019454501
587,0.588,2.0525442569196772
588,0.589,2.0526396129017574
589,0.59,2.052842691133857
590,0.591,2.0532340634291324
591,0.592,2.0534174976696136
592,0.593,2.0537405437562266
593,0.594,2.054212764408484
594,0.595,2.0545361524751167
595,0.596,2.054931095419197
596,0.597,2.0553313094642713
597,0.598,2.0555888664740105
598,0.599,2.0560387664667044
599,0.6,2.0563174178150465
600,0.601,2.056951508771915
601,0.602,2.0571834545708922
602,0.603,2.057454438636687
603,0.604,2.0577886347523187
604,0.605,2.0582411061305566
605,0.606,2.0586404334256647
606,0.607,2.0591828132149073
607,0.608,2.0595139365929684
608,0.609,2.0600715510123226
609,0.61,2.060406141976785
610,0.611,2.060799276030465
611,0.612,2.061097792202717
612,0.613,2.0613237365400643
613,0.614,2.0615596881592033
614,0.615,2.0617911748971287
615,0.616,2.0620942215424423
616,0.617,2.0624868238509744
617,0.618,2.0628413670596215
618,0.619,2.063052028047502
619,0.62,2.0634079079065497
620,0.621,2.063815466522178
621,0.622,2.0642371150809122
622,0.623,2.0644933470247633
623,0.624,2.065056871214428
624,0.625,2.0654800851976614
625,0.626,2.065857355939746
626,0.627,2.0662278500926083
627,0.628,2.0664744814335716
628,0.629,2.066768455048612
629,0.63,2.0670404200639463
630,0.631,2.067492933355052
631,0.632,2.067699446215179
632,0.633,2.068116709857698
633,0.634,2.0683535633582615
634,0.635,2.068863637198305
635,0.636,2.069166336602393
636,0.637,2.06932975434919
637,0.638,2.0695748453648184
638,0.639,2.0699739499551555
639,0.64,2.070232135581813
640,0.641,2.0705313302193185
641,0.642,2.070887808471432
642,0.643,2.071230549865505
643,0.644,2.0715962535401737
644,0.645,2.071956022240868
645,0.646,2.0723397752324786
646,0.647,2.0726379570364926
647,0.648,2.0729161214742122
648,0.649,2.073276169279037
649,0.65,2.07359206251381
650,0.651,2.0738251255022417
651,0.652,2.07411670524231
652,0.653,2.0743714136715177
653,0.654,2.0745817890403617
654,0.655,2.0750437280286533
655,0.656,2.075361193887259
656,0.657,2.0757424061656855
657,0.658,2.076042031649335
658,0.659,2.0764671819861835
659,0.66,2.076707151306217
660,0.661,2.076993910667622
661,0.662,2.077211060950502
662,0.663,2.077594925624932
663,0.664,2.078039380638429
664,0.665,2.078300580651644
665,0.666,2.078975729258838
666,0.667,2.0792357573815554
667,0.668,2.079523887781518
668,0.669,2.079719440740673
669,0.67,2.080087694693879
670,0.671,2.080442021190849
671,0.672,2.080758047138217
672,0.673,2.081008224725567
673,0.674,2.0812800305354475
674,0.675,2.0815959076435093
675,0.676,2.0820291018552117
676,0.677,2.0826843906895838
677,0.678,2.0829225555018342
678,0.679,2.0834106480670016
679,0.68,2.083672137072271
680,0.681,2.084028664775118
681,0.682,2.0846536856860114
682,0.683,2.0851784981001016
683,0.684,2.0855033722336693
684,0.685,2.0860226187237036
685,0.686,2.086573479107975
686,0.687,2.0869750142693713
687,0.6880000000000001,2.0874546118155144
688,0.6890000000000001,2.087799119494608
689,0.6900000000000001,2.0883650909184697
690,0.6910000000000001,2.088919636735254
691,0.6920000000000001,2.089139294285128
692,0.6930000000000001,2.0894296137732207
693,0.6940000000000001,2.089687530835772
694,0.6950000000000001,2.090034494574583
695,0.6960000000000001,2.090691069139782
696,0.6970000000000001,2.0908806869335645
697,0.6980000000000001,2.09128055907439
698,0.6990000000000001,2.09188805339972
699,0.7000000000000001,2.0921001294780748
700,0.7010000000000001,2.092419346810643
701,0.7020000000000001,2.0928285807259845
702,0.7030000000000001,2.0931744224334516
703,0.7040000000000001,2.0936706260421882
704,0.705,2.09400029471951
705,0.706,2.0942751154018184
706,0.707,2.094542823573867
707,0.708,2.0948927288597123
708,0.709,2.095165794550464
709,0.71,2.09561742551971
710,0.711,2.0960437381396426
711,0.712,2.0963800949238607
712,0.713,2.0967907115199163
713,0.714,2.097107006132631
714,0.715,2.0975565959810423
715,0.716,2.0980000300691475
716,0.717,2.09859144992485
717,0.718,2.0988525215472755
718,0.719,2.099285179348434
719,0.72,2.099631261943907
720,0.721,2.100009473815313
721,0.722,2.100487961865788
722,0.723,2.1008196313615546
723,0.724,2.101392361925422
724,0.725,2.1017178369699643
725,0.726,2.101963213274096
726,0.727,2.102203886261654
727,0.728,2.102729435889234
728,0.729,2.1030740066768008
729,0.73,2.103309955884108
730,0.731,2.1035768050189225
731,0.732,2.1039024238655264
732,0.733,2.1041235802684617
733,0.734,2.104455373505264
734,0.735,2.1047365652059
735,0.736,2.105019550686647
736,0.737,2.105319600289178
737,0.738,2.1057254841457307
738,0.739,2.1060703847312947
739,0.74,2.1066913924707342
740,0.741,2.1073326226004214
741,0.742,2.1077968044465383
742,0.743,2.1081634131477376
743,0.744,2.1085179313066185
744,0.745,2.109254597586245
745,0.746,2.109843196975324
746,0.747,2.110105430023523
747,0.748,2.1103861191189615
748,0.749,2.1107989902037545
749,0.75,2.1110367184054337
750,0.751,2.1116923855284977
751,0.752,2.1120568814663763
752,0.753,2.1124549100465995
753,0.754,2.11291029771026
754,0.755,2.113307137565743
755,0.756,2.113513050417975
756,0.757,2.113874221122047
757,0.758,2.114221542392741
758,0.759,2.114509898071296
759,0.76,2.1148439574892643
760,0.761,2.1154768418174745
761,0.762,2.1156082831919516
762,0.763,2.116121438688785
763,0.764,2.1166083911568534
764,0.765,2.117230987635156
765,0.766,2.1176157849752486
766,0.767,2.1178428206197264
767,0.768,2.1180180864108924
768,0.769,2.118183387288378
769,0.77,2.118554979826645
770,0.771,2.1189697124425226
771,0.772,2.119380538729051
772,0.773,2.1197589095470324
773,0.774,2.1200837268751087
774,0.775,2.1204209703940755
775,0.776,2.12073429449931
776,0.777,2.121002294916011
777,0.778,2.121289506901055
778,0.779,2.121936804296747
779,0.78,2.1222566575823416
780,0.781,2.1224741605632986
781,0.782,2.122801040865364
782,0.783,2.1235125003906568
783,0.784,2.123858956994524
784,0.785,2.124392307453373
785,0.786,2.1248831311617122
786,0.787,2.1252402448226646
787,0.788,2.1257964515307894
788,0.789,2.126206382490113
789,0.79,2.126741153495554
790,0.791,2.127126466473099
791,0.792,2.12757393264025
792,0.793,2.1281307401311524
793,0.794,2.1285211827082797
794,0.795,2.1287436617017574
795,0.796,2.129107548987567
796,0.797,2.1295111466244516
797,0.798,2.12999684573255
798,0.799,2.130548302194592
799,0.8,2.130851705841667
800,0.801,2.131275934780893
801,0.802,2.1316781321550335
802,0.803,2.1320725344507174
803,0.804,2.13262384147481
804,0.805,2.132950470802827
805,0.806,2.133697946358935
806,0.807,2.134148556244464
807,0.808,2.134854474134173
808,0.809,2.1350067072531806
809,0.81,2.1352435416348783
810,0.811,2.135642864357766
811,0.812,2.136244795310719
812,0.8130000000000001,2.136543640529727
813,0.8140000000000001,2.136960535341119
814,0.8150000000000001,2.137441865166961
815,0.8160000000000001,2.1380470207889624
816,0.8170000000000001,2.138703450588718
817,0.8180000000000001,2.1390704433788748
818,0.8190000000000001,2.139419036295298
819,0.8200000000000001,2.139759357326014
820,0.8210000000000001,2.140422060223915
821,0.8220000000000001,2.14122323054404
822,0.8230000000000001,2.1417915374190657
823,0.8240000000000001,2.142661337681049
824,0.8250000000000001,2.1431689783068855
825,0.8260000000000001,2.1435868269704574
826,0.8270000000000001,2.1443867857185643
827,0.8280000000000001,2.1449037189326123
828,0.8290000000000001,2.1451228705623326
829,0.8300000000000001,2.1454616413273766
830,0.8310000000000001,2.145903724024708
831,0.8320000000000001,2.1464459696549274
832,0.8330000000000001,2.1469901985516415
833,0.834,2.147623877272778
834,0.835,2.1482381852084966
835,0.836,2.148862192157716
836,0.837,2.1497614346797826
837,0.838,2.149955297193837
838,0.839,2.1507396101932277
839,0.84,2.1512910874958124
840,0.841,2.1517873367248175
841,0.842,2.152185410578957
842,0.843,2.1526250717031035
843,0.844,2.153156292186828
844,0.845,2.1536283234704383
845,0.846,2.154440979547774
846,0.847,2.1547479811570867
847,0.848,2.15516889391763
848,0.849,2.155583725612478
849,0.85,2.1560039250894096
850,0.851,2.1567007829707343
851,0.852,2.1575172399847404
852,0.853,2.1581389168071725
853,0.854,2.1583730615905883
854,0.855,2.158924577350933
855,0.856,2.1594203867911843
856,0.857,2.159927569543962
857,0.858,2.1604841059584454
858,0.859,2.1612347165951444
859,0.86,2.1617337208307967
860,0.861,2.1621343398660353
861,0.862,2.162738908776296
862,0.863,2.163511822060987
863,0.864,2.164193305032283
864,0.865,2.1647209440858943
865,0.866,2.1654612068127035
866,0.867,2.166295163493346
867,0.868,2.1667696868370645
868,0.869,2.1671412494942355
869,0.87,2.1677114206659533
870,0.871,2.16848006306548
871,0.872,2.1691145827675307
872,0.873,2.169718918073524
873,0.874,2.170421231131004
874,0.875,2.1709416465792266
875,0.876,2.1713493186090087
876,0.877,2.171740415275833
877,0.878,2.172199916684337
878,0.879,2.1730364736918926
879,0.88,2.1734563832331197
880,0.881,2.1743541751654627
881,0.882,2.1747798506565497
882,0.883,2.1754455309530027
883,0.884,2.176352857471695
884,0.885,2.176831731491177
885,0.886,2.1778396938394216
886,0.887,2.178233807994573
887,0.888,2.1787497968959113
888,0.889,2.1793073903963722
889,0.89,2.180101479501681
890,0.891,2.1809373078784398
891,0.892,2.1814728803248387
892,0.893,2.182090158018274
893,0.894,2.1829456191430126
894,0.895,2.1835864751552796
895,0.896,2.184665948836011
896,0.897,2.185466403926802
897,0.898,2.1861703587762484
898,0.899,2.186908177183682
899,0.9,2.187813140412514
900,0.901,2.1886581514425054
901,0.902,2.189144378253118
902,0.903,2.1903271624494636
